02020106,棉衣,Cotton-padded clothes
02020107,大衣,Coat
02020108,风衣,Windbreaker
02020109,西服套装,Suit
02020110,羽绒服,Down Jackets
02020111,皮衣,Leather clothing
02020112,运动服,Athletic Wear
02020113,工衣外套,Coat jacket
02020114,针织开衫,Cardigan
02020115,马甲,Vest
02020116,其他男士上装,Other men's suits
02020201,休闲裤,Casual pants
02020202,羽绒裤,Down pants
02020203,加绒裤,Add poil
02020204,牛仔裤,Jeans
02020205,喇叭裤,Bell-bottoms
02020206,西裤,Western-style trousers
02020207,小脚裤,Pencil Pants
02020208,运动裤,Sports pants
02020209,针织裤,Knitted trousers
02020210,工装裤,Woriking clothes
02020211,9分裤,9 minutes pants
02020212,短裤,shorts
02020213,其他男士裤装,Other men's pants
02020301,潮牌,Tide brand
02020302,中老年男装,Middle-aged men
02020303,职场精英,Career Hero
02020304,中国风,Chinese style
02020305,其他特色男装,Other men's clothes
02020401,短袖T恤,T-shirt
02020402,长袖T恤,Long sleeve T-shirt
02020403,短袖衬衫,A short sleeved shirt
02020404,长袖衬衫,Long sleeved shirt
02020405,卫衣,Sweater
02020406,针织衫/毛衣,Knit / sweater
02020407,男士内裤,Men's underwear
02020408,其他男士内搭,Other men inside
12020101,米粉,Rice noodles
12020102,菜粉,Powder
12020103,面条,noodle
12020104,粥,Porridge
12020105,果汁,Fruit juice
12020106,果泥,Puree
12020107,其他辅食,Other food supplement
12020201,益生菌,Probiotics
12020202,初乳,Colostrum
12020203,DHA,DHA
12020204,钙铁锌,Calcium iron zinc
12020205,维生素,Vitamin
12020206,其他营养品,Other nutrition
12020301,宝宝零食,Baby snacks
12020302,清火,Relieve inflammation or internal heat
12020303,开胃,Appetizer
12020304,其他零食,Other snacks
12060201,提篮式,Basket type
12060202,增高垫,Heightening pad
12070201,电动车,Electric vehicle
12070202,自行车,Bicycle
12070203,三轮车,Tricycle
12070204,滑板车,Scooter
12070205,扭扭车,Swing car
12070206,学步车,Walker car
12070207,其他童车,Other bassinet
